id,type,brand,series,models,price,year,title,url,images
7569,desktop,ASUS,,,55,2016,ASUS ROG GT51CA Intel Core i7 6th Gen,rog-gt51ca-intel-core-i7-6th-gen,asus-rog-gt51ca-intel-core-i7-6th-gen.webp
7570,desktop,ASUS,,,60,2017,ASUS ROG GT51CH Intel Core i7 7th Gen,rog-gt51ch-intel-core-i7-7th-gen,asus-rog-gt51ch-intel-core-i7-7th-gen.webp
7571,desktop,ASUS,,,40,2018,ASUS ROG HURACAN G21CN Intel Core i5 8th Gen,rog-huracan-g21cn-intel-core-i5-8th-gen,asus-rog-huracan-g21cn-intel-core-i5-8th-gen.webp
7572,desktop,ASUS,,,75,2018,ASUS ROG HURACAN G21CN Intel Core i7 8th Gen,rog-huracan-g21cn-intel-core-i7-8th-gen,asus-rog-huracan-g21cn-intel-core-i7-8th-gen.webp
7573,desktop,ASUS,,,50,2019,ASUS ROG HURACAN G21CX Intel Core i5 9th Gen,rog-huracan-g21cx-intel-core-i5-9th-gen,asus-rog-huracan-g21cx-intel-core-i5-9th-gen.webp
7574,desktop,ASUS,,,85,2019,ASUS ROG HURACAN G21CX Intel Core i7 9th Gen,rog-huracan-g21cx-intel-core-i7-9th-gen,asus-rog-huracan-g21cx-intel-core-i7-9th-gen.webp
7575,desktop,ASUS,,,155,2019,ASUS ROG HURACAN G21CX Intel Core i9 9th Gen,rog-huracan-g21cx-intel-core-i9-9th-gen,asus-rog-huracan-g21cx-intel-core-i9-9th-gen.webp
7576,desktop,ASUS,,,45,2020,ASUS ROG Strix GA15 AMD Ryzen 5,rog-strix-ga15-amd-ryzen-5,asus-rog-strix-ga15-amd-ryzen-5.webp
7577,desktop,ASUS,,,65,2020,ASUS ROG Strix GA15 AMD Ryzen 7,rog-strix-ga15-amd-ryzen-7,asus-rog-strix-ga15-amd-ryzen-7.webp
7578,desktop,ASUS,,,75,2021,ASUS ROG Strix GA35 AMD Ryzen 7,rog-strix-ga35-amd-ryzen-7,asus-rog-strix-ga35-amd-ryzen-7.webp
7579,desktop,ASUS,,,35,2017,ASUS ROG Strix GD30CI Intel Core i7 7th Gen,rog-strix-gd30ci-intel-core-i7-7th-gen,asus-rog-strix-gd30ci-intel-core-i7-7th-gen.webp
7580,desktop,ASUS,,,35,2018,ASUS ROG Strix GL10CS Intel Core i5 8th Gen,rog-strix-gl10cs-intel-core-i5-8th-gen,asus-rog-strix-gl10cs-intel-core-i5-8th-gen.webp
7581,desktop,ASUS,,,55,2018,ASUS ROG Strix GL10CS Intel Core i7 8th Gen,rog-strix-gl10cs-intel-core-i7-8th-gen,asus-rog-strix-gl10cs-intel-core-i7-8th-gen.webp
7582,desktop,ASUS,,,45,2019,ASUS ROG Strix GL10DH AMD Ryzen 5,rog-strix-gl10dh-amd-ryzen-5,asus-rog-strix-gl10dh-amd-ryzen-5.webp
7583,desktop,ASUS,,,80,2019,ASUS ROG Strix GL10DH AMD Ryzen 7,rog-strix-gl10dh-amd-ryzen-7,asus-rog-strix-gl10dh-amd-ryzen-7.webp
7584,desktop,ASUS,,,85,2019,ASUS ROG Strix GL12CX Intel Core i7 9th Gen,rog-strix-gl12cx-intel-core-i7-9th-gen,asus-rog-strix-gl12cx-intel-core-i7-9th-gen.webp
7585,desktop,ASUS,,,105,2019,ASUS ROG Strix GL12CX Intel Core i9 9th Gen,rog-strix-gl12cx-intel-core-i9-9th-gen,asus-rog-strix-gl12cx-intel-core-i9-9th-gen.webp
7586,desktop,ASUS,,,55,2018,ASUS ROG Strix GL12CS Intel Core i5 8th Gen,rog-strix-gl12cs-intel-core-i5-8th-gen,asus-rog-strix-gl12cs-intel-core-i5-8th-gen.webp
7587,desktop,ASUS,,,75,2018,ASUS ROG Strix GL12CS Intel Core i7 8th Gen,rog-strix-gl12cs-intel-core-i7-8th-gen,asus-rog-strix-gl12cs-intel-core-i7-8th-gen.webp
7588,desktop,ASUS,,,60,2018,ASUS ROG Strix GL12 Call of Duty - Black Ops 4 Edition,rog-strix-gl12-call-of-duty-_-black-ops-4-edition,asus-rog-strix-gl12-call-of-duty-_-black-ops-4-edition.webp
7589,desktop,ASUS,,,75,2020,ASUS ROG Strix G15CK Intel Core i7 10th Gen,rog-strix-g15ck-intel-core-i7-10th-gen,asus-rog-strix-g15ck-intel-core-i7-10th-gen.webp
7590,desktop,ASUS,,,175,2020,ASUS ROG Strix GT35 Intel Core i9 10th Gen,rog-strix-gt35-intel-core-i9-10th-gen,asus-rog-strix-gt35-intel-core-i9-10th-gen.webp
7604,desktop,ASUS,,,35,2019,ASUS PRO D641SC Intel Core i5 9th Gen,pro-d641sc-intel-core-i5-9th-gen,asus-pro-d641sc-intel-core-i5-9th-gen.webp
7605,desktop,ASUS,,,55,2019,ASUS PRO D641SC Intel Core i7 9th Gen,pro-d641sc-intel-core-i7-9th-gen,asus-pro-d641sc-intel-core-i7-9th-gen.webp
7606,desktop,ASUS,,,20,2016,ASUS D320 Series Intel Core i5 6th Gen,d320-series-intel-core-i5-6th-gen,asus-d320-series-intel-core-i5-6th-gen.webp
7607,desktop,ASUS,,,30,2016,ASUS D320 Series Intel Core i7 6th Gen,d320-series-intel-core-i7-6th-gen,asus-d320-series-intel-core-i7-6th-gen.webp
7608,desktop,ASUS,,,20,2017,ASUS D415MT ADM A10,d415mt-adm-a10,asus-d415mt-adm-a10.webp
7616,desktop,ASUS,,,30,2020,ASUS ExpertCenter D500SA Intel Core i5 10th Gen,expertcenter-d500sa-intel-core-i5-10th-gen,asus-expertcenter-d500sa-intel-core-i5-10th-gen.webp
7617,desktop,ASUS,,,50,2020,ASUS ExpertCenter D500SA Intel Core i7 10th Gen,expertcenter-d500sa-intel-core-i7-10th-gen,asus-expertcenter-d500sa-intel-core-i7-10th-gen.webp
7618,desktop,ASUS,,,55,2020,ASUS ExpertCenter D700SA Intel Core i7 10th Gen,expertcenter-d700sa-intel-core-i7-10th-gen,asus-expertcenter-d700sa-intel-core-i7-10th-gen.webp
7619,desktop,ASUS,,,30,2020,ASUS ExpertCenter D700SA Intel Core i5 10th Gen,expertcenter-d700sa-intel-core-i5-10th-gen,asus-expertcenter-d700sa-intel-core-i5-10th-gen.webp
7620,desktop,ASUS,,,55,2020,ASUS ExpertCenter D900SA Intel Core i5 10th Gen,expertcenter-d900sa-intel-core-i5-10th-gen,asus-expertcenter-d900sa-intel-core-i5-10th-gen.webp
7621,desktop,ASUS,,,70,2020,ASUS ExpertCenter D900SA Intel Core i7 10th Gen,expertcenter-d900sa-intel-core-i7-10th-gen,asus-expertcenter-d900sa-intel-core-i7-10th-gen.webp
7622,desktop,ASUS,,,55,2018,ASUS TUF Gaming FX10CP Intel Core i5 8th Gen,tuf-gaming-fx10cp-intel-core-i5-8th-gen,asus-tuf-gaming-fx10cp-intel-core-i5-8th-gen.webp
7623,desktop,ASUS,,,85,2018,ASUS TUF Gaming FX10CP Intel Core i7 8th Gen,tuf-gaming-fx10cp-intel-core-i7-8th-gen,asus-tuf-gaming-fx10cp-intel-core-i7-8th-gen.webp
7630,desktop,ASUS,,,20,2017,ASUS Essentio CG5285,essentio-cg5285,asus-essentio-cg5285.webp
7631,desktop,ASUS,,,20,2017,ASUS Essentio CG5290,essentio-cg5290,asus-essentio-cg5290.webp
7638,desktop,ASUS,,,110,2020,ASUS ROG Strix GT15 Intel Core i5 10th Gen,rog-strix-gt15-intel-core-i5-10th-gen,asus-rog-strix-gt15-intel-core-i5-10th-gen.webp
7639,desktop,ASUS,,,45,2020,ASUS S300MA Intel Core i5 10th Gen,s300ma-intel-core-i5-10th-gen,asus-s300ma-intel-core-i5-10th-gen.webp
7640,desktop,ASUS,,,60,2020,ASUS S300MA Intel Core i7 10th Gen,s300ma-intel-core-i7-10th-gen,asus-s300ma-intel-core-i7-10th-gen.webp
7641,desktop,ASUS,,,60,2020,ASUS S300TA Intel Core i5 10th Gen,s300ta-intel-core-i5-10th-gen,asus-s300ta-intel-core-i5-10th-gen.webp
7642,desktop,ASUS,,,70,2020,ASUS S300TA Intel Core i7 10th Gen,s300ta-intel-core-i7-10th-gen,asus-s300ta-intel-core-i7-10th-gen.webp
7644,desktop,ASUS,,,20,2018,ASUS S340MC Intel Core i3 8th Gen,s340mc-intel-core-i3-8th-gen,asus-s340mc-intel-core-i3-8th-gen.webp
7645,desktop,ASUS,,,30,2018,ASUS S340MC Intel Core i5 8th Gen,s340mc-intel-core-i5-8th-gen,asus-s340mc-intel-core-i5-8th-gen.webp
7646,desktop,ASUS,,,25,2019,ASUS S340MF Intel Core i3 9th Gen,s340mf-intel-core-i3-9th-gen,asus-s340mf-intel-core-i3-9th-gen.webp
